id,name,body_part,page,image_url
35331101,"Sentadilla dividida bÃºlgara","Quadriceps Thighs",8,"https://lyfta.app/images/exercises/35331101.png"
35361101,"Fila invertida elevada entre 3 sillas","Back",227,"https://lyfta.app/images/exercises/35361101.png"
35401101,"Estiramiento de movilidad de la columna vertebral de rodillas","Back Shoulders",72,"https://lyfta.app/images/exercises/35401101.png"
35411101,"ElevaciÃ³n en Y inclinada con mancuernas","Shoulders",59,"https://lyfta.app/images/exercises/35411101.png"
35421101,"ElevaciÃ³n en T inclinada con mancuernas","Shoulders",122,"https://lyfta.app/images/exercises/35421101.png"
35451101,"Press alternativo inclinado con mancuernas","Chest",160,"https://lyfta.app/images/exercises/35451101.png"
35481101,"Transporte por encima de la cabeza con un solo brazo y mancuernas","Thighs",227,"https://lyfta.app/images/exercises/35481101.png"
35521101,"Pies rÃ¡pidos","Thighs",130,"https://lyfta.app/images/exercises/35521101.png"
35541101,"Curl de martillo de botella","Biceps Upper Arms",160,"https://lyfta.app/images/exercises/35541101.png"
35561101,"Carrera de rodilla alta","Thighs",175,"https://lyfta.app/images/exercises/35561101.png"
35571101,"FlexiÃ³n de manos anchas de rodillas","Chest",86,"https://lyfta.app/images/exercises/35571101.png"
35581101,"Curl de bÃ­ceps acostado con toalla","Biceps Upper Arms",149,"https://lyfta.app/images/exercises/35581101.png"
35591101,"Fila de Superman con toalla","Back Hips",30,"https://lyfta.app/images/exercises/35591101.png"
35621101,"Puente De GlÃºteos Con Barra Dos Piernas En Banco","Hips",122,"https://lyfta.app/images/exercises/35621101.png"
35631101,"Cable desplegable con un brazo","Back",56,"https://lyfta.app/images/exercises/35631101.png"
35671101,"Rollo de cadera reclinada Estiramiento del rotador externo y extensor de cadera","Hips",193,"https://lyfta.app/images/exercises/35671101.png"
35691101,"Lanzamiento pectoral de bola rodante","Chest",175,"https://lyfta.app/images/exercises/35691101.png"
35701101,"Lanzamiento del trapecio superior de la bola rodante","Back",227,"https://lyfta.app/images/exercises/35701101.png"
35741101,"Estocada hacia adelante con pesa rusa","Thighs",228,"https://lyfta.app/images/exercises/35741101.png"
35761101,"Los granjeros llevan pesas rusas","Quadriceps Thighs",160,"https://lyfta.app/images/exercises/35761101.png"
35771101,"Estocada con pesa rusa, limpieza y prensa","Quadriceps Thighs",228,"https://lyfta.app/images/exercises/35771101.png"
35801101,"Flexiones profundas con pesas rusas","Chest",175,"https://lyfta.app/images/exercises/35801101.png"
35811101,"Estocada con elevaciÃ³n de piernas","Quadriceps Thighs",130,"https://lyfta.app/images/exercises/35811101.png"
35841101,"Puente lateral con balanceo de brazos y piernas","Quadriceps Thighs",160,"https://lyfta.app/images/exercises/35841101.png"
35881101,"Gire rÃ¡pidamente los brazos en su lugar","Shoulders",117,"https://lyfta.app/images/exercises/35881101.png"
35921101,"Curl con barra","Biceps Upper Arms",89,"https://lyfta.app/images/exercises/35921101.png"
35941101,"Peso muerto con pierna recta con barra","Hips",175,"https://lyfta.app/images/exercises/35941101.png"
35961101,"JalÃ³n lateral con un brazo con cable","Back",28,"https://lyfta.app/images/exercises/35961101.png"
35971101,"Remo sentado con torsiÃ³n de un brazo con cable","Back",72,"https://lyfta.app/images/exercises/35971101.png"
35981101,"Remo con agarre ancho sentado en cable","Back",54,"https://lyfta.app/images/exercises/35981101.png"
36021101,"Curl en decÃºbito supino con mancuernas","Forearms",149,"https://lyfta.app/images/exercises/36021101.png"
36051101,"Mina terrestre 180","Waist",193,"https://lyfta.app/images/exercises/36051101.png"
36061101,"Crujido de extensiÃ³n de piernas","Quadriceps Thighs",228,"https://lyfta.app/images/exercises/36061101.png"
36091101,"FlexiÃ³n de piernas con palanca de rodillas","Hamstrings Thighs",111,"https://lyfta.app/images/exercises/36091101.png"
36121101,"AducciÃ³n de cadera sentado con palanca","Hips",15,"https://lyfta.app/images/exercises/36121101.png"
36141101,"ExtensiÃ³n de trÃ­ceps con palanca","Triceps Upper Arms",149,"https://lyfta.app/images/exercises/36141101.png"
36161101,"Press de piernas en posiciÃ³n estrecha, 45 grados, en trineo","Quadriceps Thighs",49,"https://lyfta.app/images/exercises/36161101.png"
36231101,"ElevaciÃ³n vertical de piernas","Waist",77,"https://lyfta.app/images/exercises/36231101.png"
36261101,"Curl de pie ponderado","Forearms",122,"https://lyfta.app/images/exercises/36261101.png"
36361101,"Rodilla alta contra la pared","Cardio",138,"https://lyfta.app/images/exercises/36361101.png"
36381101,"Empujar para correr","Cardio",160,"https://lyfta.app/images/exercises/36381101.png"
36401101,"Crujido con toque de rodilla","Waist",60,"https://lyfta.app/images/exercises/36401101.png"
36421101,"Estocada de estiramiento ponderada","Quadriceps Hamstrings Thighs",11,"https://lyfta.app/images/exercises/36421101.png"
36431101,"Sentadillas cosacas ponderadas","Quadriceps Hamstrings Thighs",59,"https://lyfta.app/images/exercises/36431101.png"
36501101,"Caja de salto","Cardio",63,"https://lyfta.app/images/exercises/36501101.png"
36511101,"Marcha de la muerte RDL con mancuernas","Hips",24,"https://lyfta.app/images/exercises/36511101.png"
36541101,"Remo acostado con barra en rack","Back",60,"https://lyfta.app/images/exercises/36541101.png"
36551101,"Estocada con las rodillas altas caminando","Cardio",138,"https://lyfta.app/images/exercises/36551101.png"
36571101,"PosiciÃ³n estÃ¡tica acostado boca arriba con almohadilla","n u l l",228,"https://lyfta.app/images/exercises/36571101.png"
36581101,"PosiciÃ³n estÃ¡tica sentado con respaldo y almohadilla","n u l l",228,"https://lyfta.app/images/exercises/36581101.png"
36591101,"PosiciÃ³n estÃ¡tica De pie","n u l l",229,"https://lyfta.app/images/exercises/36591101.png"
36601101,"PosiciÃ³n estÃ¡tica acostada de frente","n u l l",229,"https://lyfta.app/images/exercises/36601101.png"
36611101,"PosiciÃ³n estÃ¡tica sentado hacia atrÃ¡s","n u l l",229,"https://lyfta.app/images/exercises/36611101.png"
36631101,"Plancha inversa con elevaciÃ³n de piernas","Quadriceps Thighs",130,"https://lyfta.app/images/exercises/36631101.png"
36751101,"Saltar la cuerda de lado a lado","Cardio",229,"https://lyfta.app/images/exercises/36751101.png"
36761101,"Saltar la cuerda","Cardio",78,"https://lyfta.app/images/exercises/36761101.png"
36791101,"Sentarse con los brazos sobre el pecho","Waist",61,"https://lyfta.app/images/exercises/36791101.png"
36911101,"Sentadilla dividida en copa con mancuernas","Quadriceps Thighs",193,"https://lyfta.app/images/exercises/36911101.png"
36921101,"Sentadilla en caja con copa y mancuernas","Quadriceps Thighs",193,"https://lyfta.app/images/exercises/36921101.png"
36941101,"Fly inverso alternativo inclinado con mancuernas","Shoulders",117,"https://lyfta.app/images/exercises/36941101.png"
36951101,"Press de banca alternativo con mancuernas","Chest",70,"https://lyfta.app/images/exercises/36951101.png"
36971101,"Remo Delt Trasero Arrodillado Con Cable","Shoulders",38,"https://lyfta.app/images/exercises/36971101.png"
36981101,"gusano de pulgada","Waist",117,"https://lyfta.app/images/exercises/36981101.png"
37001101,"Salto de pliegue","Plyometrics",138,"https://lyfta.app/images/exercises/37001101.png"
37011101,"Sprints de rodilla alta","Cardio",106,"https://lyfta.app/images/exercises/37011101.png"
37031101,"rana","Waist",122,"https://lyfta.app/images/exercises/37031101.png"
37081101,"Estocada cardiovascular","Plyometrics",44,"https://lyfta.app/images/exercises/37081101.png"
37121101,"ElevaciÃ³n de pantorrilla con una sola pierna de pie y con apoyo","Calves",138,"https://lyfta.app/images/exercises/37121101.png"
37151101,"Soporte de una sola pierna sobre pelota Bosu","Plyometrics",175,"https://lyfta.app/images/exercises/37151101.png"
37161101,"Sentadilla dividida con rollo","Quadriceps Thighs",175,"https://lyfta.app/images/exercises/37161101.png"
37201101,"Salto de escalera","Plyometrics",95,"https://lyfta.app/images/exercises/37201101.png"
37211101,"Barra inclinada sobre remo con agarre ancho","Back",44,"https://lyfta.app/images/exercises/37211101.png"
37221101,"InclinaciÃ³n con barra acostada ElevaciÃ³n del deltoides posterior","Shoulders",82,"https://lyfta.app/images/exercises/37221101.png"
37271101,"Sentadilla frontal en banco con barra","Quadriceps Thighs",229,"https://lyfta.app/images/exercises/37271101.png"
37281101,"Paso frontal con barra","Quadriceps Thighs",229,"https://lyfta.app/images/exercises/37281101.png"
37301101,"Barra detrÃ¡s de la espalda encogiÃ©ndose de hombros","Back",160,"https://lyfta.app/images/exercises/37301101.png"
37311101,"Peso muerto rumano de sumo con barra","Hips",19,"https://lyfta.app/images/exercises/37311101.png"
37341101,"Peso muerto con una pierna y soporte con pesa rusa","Quadriceps Thighs",175,"https://lyfta.app/images/exercises/37341101.png"
37351101,"Jersey Kettlebell PosiciÃ³n 3 Meses","Back",193,"https://lyfta.app/images/exercises/37351101.png"
37371101,"Press militar con un brazo sentado con pesa rusa","Shoulders",193,"https://lyfta.app/images/exercises/37371101.png"
37381101,"Press de banca con un brazo y pesa rusa","Chest",176,"https://lyfta.app/images/exercises/37381101.png"
37391101,"Press de banca con un brazo de abajo hacia arriba con pesa rusa","Chest",176,"https://lyfta.app/images/exercises/37391101.png"
37401101,"Levantamiento lateral con pesa rusa","Shoulders",229,"https://lyfta.app/images/exercises/37401101.png"
37421101,"Curl de piernas deslizante en el suelo con toalla","Hamstrings Thighs",117,"https://lyfta.app/images/exercises/37421101.png"
37461101,"Remo deltoides trasero con sÃ¡bana","Back",161,"https://lyfta.app/images/exercises/37461101.png"
37541101,"JalÃ³n lateral frontal con agarre cercano y cable","Back",40,"https://lyfta.app/images/exercises/37541101.png"
37551101,"Remo delt posterior con mancuernas","Back",51,"https://lyfta.app/images/exercises/37551101.png"
37561101,"Curl con los dedos detrÃ¡s de la espalda con mancuernas","Forearms",138,"https://lyfta.app/images/exercises/37561101.png"
37581101,"Press de pecho con palanca de pie","Chest",111,"https://lyfta.app/images/exercises/37581101.png"
37621101,"Curl predicador con mancuernas sobre pelota de ejercicio","Biceps Upper Arms",230,"https://lyfta.app/images/exercises/37621101.png"
37651101,"Saltar paso a paso","Cardio",230,"https://lyfta.app/images/exercises/37651101.png"
37721101,"Estocada con banda alta hasta la rodilla y remo con un solo brazo","Thighs",230,"https://lyfta.app/images/exercises/37721101.png"
37741101,"Sentadilla con banda con sujeciÃ³n horizontal Pallof","Thighs",230,"https://lyfta.app/images/exercises/37741101.png"
37751101,"Sentadilla dividida en banda con sujeciÃ³n horizontal Pallof","Thighs",230,"https://lyfta.app/images/exercises/37751101.png"
37761101,"Paso lateral de banda con soporte horizontal Pallof","Hips",230,"https://lyfta.app/images/exercises/37761101.png"
37771101,"Plancha frontal con banda y jalÃ³n con un solo brazo","Back Waist",194,"https://lyfta.app/images/exercises/37771101.png"
37781101,"Banda Parte Superior Del Cuerpo Acostado Bicicleta De Aire","Hips Waist",194,"https://lyfta.app/images/exercises/37781101.png"
37881101,"Estocada de rodilla alta con banda de resistencia y remo con un solo brazo","Back",230,"https://lyfta.app/images/exercises/37881101.png"
37931101,"Salto dividido con banda de resistencia y remo con un solo brazo","Back",231,"https://lyfta.app/images/exercises/37931101.png"
37941101,"Estocada con salto con banda de resistencia y remo con un solo brazo","Back",231,"https://lyfta.app/images/exercises/37941101.png"
37951101,"Esquiador con banda de resistencia","Back",130,"https://lyfta.app/images/exercises/37951101.png"
37961101,"Sentadilla con banda de resistencia con sujeciÃ³n horizontal de Pallof","Waist",194,"https://lyfta.app/images/exercises/37961101.png"
37981101,"Golpe de banda de resistencia","Chest",95,"https://lyfta.app/images/exercises/37981101.png"
37991101,"Mancuerna Inclinada Sobre Remo Inverso","Back",78,"https://lyfta.app/images/exercises/37991101.png"
38011101,"Tocadores alternativos del talÃ³n","Waist",102,"https://lyfta.app/images/exercises/38011101.png"
38121101,"Flexiones elevadas","Chest",11,"https://lyfta.app/images/exercises/38121101.png"
38151301,"SumÃ©rgete en el suelo con silla","Chest",106,"https://lyfta.app/images/exercises/38151301.png"
38161301,"Marcha del puente de glÃºteos","Hips",231,"https://lyfta.app/images/exercises/38161301.png"
38171301,"Carrera de rodilla alta","Cardio",138,"https://lyfta.app/images/exercises/38171301.png"
38181301,"FlexiÃ³n de pica","Chest",176,"https://lyfta.app/images/exercises/38181301.png"
38191301,"FlexiÃ³n de hombros","Chest",149,"https://lyfta.app/images/exercises/38191301.png"
38211101,"Crujido","Waist",130,"https://lyfta.app/images/exercises/38211101.png"
38281101,"Remo inclinado con toalla","Back",176,"https://lyfta.app/images/exercises/38281101.png"
38321301,"Pendiente del tablero de mano","Forearms",149,"https://lyfta.app/images/exercises/38321301.png"
38341301,"Medio engarce del tablero de mano","Forearms",149,"https://lyfta.app/images/exercises/38341301.png"
38351101,"Colgar en el tablero con codo de 90 grados","Forearms",149,"https://lyfta.app/images/exercises/38351101.png"
38381101,"Crujido","Waist",77,"https://lyfta.app/images/exercises/38381101.png"
38401101,"Banda Rechazada Sentarse","Hips Waist",150,"https://lyfta.app/images/exercises/38401101.png"
38441101,"Dominadas asistidas por banda","Back",70,"https://lyfta.app/images/exercises/38441101.png"
38451101,"Fila sentada con espalda recta","Back",49,"https://lyfta.app/images/exercises/38451101.png"
38551101,"ExtensiÃ³n y flexiÃ³n de la espalda de pie","Hips",95,"https://lyfta.app/images/exercises/38551101.png"
38591101,"Cable doblado sobre fila","Back",77,"https://lyfta.app/images/exercises/38591101.png"
38601101,"Placa ponderada inclinada sobre fila","Back",130,"https://lyfta.app/images/exercises/38601101.png"
38621101,"Salto de longitud con banda de resistencia","Plyometrics",231,"https://lyfta.app/images/exercises/38621101.png"
38631101,"Sentadilla con salto bÃºlgaro","Thighs",65,"https://lyfta.app/images/exercises/38631101.png"
38651101,"Crujido de velocista","Waist",111,"https://lyfta.app/images/exercises/38651101.png"
38661101,"Banda de resistencia antirrotaciÃ³n Dead Bug","Waist",231,"https://lyfta.app/images/exercises/38661101.png"
38671101,"Paseo del pato","Cardio",123,"https://lyfta.app/images/exercises/38671101.png"
38721101,"CaÃ­das del talÃ³n","Hips",194,"https://lyfta.app/images/exercises/38721101.png"
38771101,"Salto en cuclillas con balÃ³n medicinal","Thighs",231,"https://lyfta.app/images/exercises/38771101.png"
38801101,"ElevaciÃ³n lateral inclinada con cable","Shoulders",22,"https://lyfta.app/images/exercises/38801101.png"
38811101,"Crunch completo sentado con palanca","Waist",150,"https://lyfta.app/images/exercises/38811101.png"
38831101,"Crunch del lado derecho sentado con palanca","Waist",150,"https://lyfta.app/images/exercises/38831101.png"
38841101,"Abdominales con cuchillo Jack","Waist",58,"https://lyfta.app/images/exercises/38841101.png"
38851101,"Doble debajo de la cuerda para saltar","Cardio",52,"https://lyfta.app/images/exercises/38851101.png"
38881101,"Arranque con un brazo con mancuernas","Quadriceps Thighs",95,"https://lyfta.app/images/exercises/38881101.png"
38891101,"Abdominales de rana","Waist",123,"https://lyfta.app/images/exercises/38891101.png"
38931101,"Carrera de bicicleta de asalto","Cardio",67,"https://lyfta.app/images/exercises/38931101.png"
38951101,"Dominadas con agarre inverso","Back",106,"https://lyfta.app/images/exercises/38951101.png"
38991101,"Banda doblada sobre fila","Back",78,"https://lyfta.app/images/exercises/38991101.png"
39051301,"CÃ­rculos de brazos","Shoulders",46,"https://lyfta.app/images/exercises/39051301.png"
39081301,"Molino de viento de peso corporal","Waist",194,"https://lyfta.app/images/exercises/39081301.png"
39131101,"ElevaciÃ³n frontal de un brazo con mancuernas","Shoulders",138,"https://lyfta.app/images/exercises/39131101.png"
39141101,"Remo deltoides trasero con cable","Shoulders",84,"https://lyfta.app/images/exercises/39141101.png"
39161101,"Press de hombros en vertical con pared","Shoulders",232,"https://lyfta.app/images/exercises/39161101.png"
39201101,"FlexiÃ³n de trÃ­ceps con cable en el suelo","Triceps Upper Arms",232,"https://lyfta.app/images/exercises/39201101.png"
39211101,"Prensa de compresiÃ³n de rodillas para minas terrestres","Chest",80,"https://lyfta.app/images/exercises/39211101.png"
39251101,"Curl de concentraciÃ³n con un brazo en el suelo sentado con cable","Biceps Upper Arms",176,"https://lyfta.app/images/exercises/39251101.png"
39351301,"Rechazar flexiones","Chest",176,"https://lyfta.app/images/exercises/39351301.png"
39451101,"Remo inclinado con un solo brazo Smith","Back",232,"https://lyfta.app/images/exercises/39451101.png"
39481101,"Sentadilla aÃ©rea","Thighs",150,"https://lyfta.app/images/exercises/39481101.png"
39491101,"Molino de viento de peso corporal","Waist",49,"https://lyfta.app/images/exercises/39491101.png"
39511101,"Abdominales con torsiÃ³n cruzada","Waist",111,"https://lyfta.app/images/exercises/39511101.png"
39521101,"Estocada con rodillas altas","Cardio",138,"https://lyfta.app/images/exercises/39521101.png"
39541101,"Plancha de frente a lado","Waist",111,"https://lyfta.app/images/exercises/39541101.png"
39621101,"Patada de aleteo sentado","Waist",46,"https://lyfta.app/images/exercises/39621101.png"
39631101,"Curl de araÃ±a simple con mancuernas y soporte para el pecho","Biceps Upper Arms",73,"https://lyfta.app/images/exercises/39631101.png"
39641101,"Flexiones con giro","Chest",177,"https://lyfta.app/images/exercises/39641101.png"
39661101,"Patada de estocada estÃ¡tica","Quadriceps Thighs",130,"https://lyfta.app/images/exercises/39661101.png"
39721101,"Press de hombros alterno con mancuernas","Shoulders",232,"https://lyfta.app/images/exercises/39721101.png"
39731101,"ElevaciÃ³n de pantorrilla con una sola pierna con mancuernas","Calves",123,"https://lyfta.app/images/exercises/39731101.png"
39741101,"ElevaciÃ³n de pantorrilla con dos piernas con banda -","Calves",117,"https://lyfta.app/images/exercises/39741101.png"
39761101,"Remo delt posterior de pie con banda","Shoulders",232,"https://lyfta.app/images/exercises/39761101.png"
39811101,"FlexiÃ³n de dedos","Chest",38,"https://lyfta.app/images/exercises/39811101.png"
39821101,"ElevaciÃ³n de piernas hasta plancha frontal de pecho","Plyometrics",232,"https://lyfta.app/images/exercises/39821101.png"
39841101,"Push-up Pike Toe Touch","Plyometrics",232,"https://lyfta.app/images/exercises/39841101.png"
39851101,"Flexiones mano a mano","Triceps Upper Arms",161,"https://lyfta.app/images/exercises/39851101.png"
39861101,"ElevaciÃ³n por giro frontal con barra EZ","Shoulders",161,"https://lyfta.app/images/exercises/39861101.png"
39881101,"Curl de araÃ±a con barra inclinada y agarre inverso con soporte para el pecho","Forearms",106,"https://lyfta.app/images/exercises/39881101.png"
39891101,"ElevaciÃ³n frontal inclinada con barra EZ","Shoulders",130,"https://lyfta.app/images/exercises/39891101.png"
39911101,"Barra inclinada sobre remo alternativo ancho mÃ¡s","Back",233,"https://lyfta.app/images/exercises/39911101.png"
39921101,"Barra inclinada sobre remo ancho Plus","Back",161,"https://lyfta.app/images/exercises/39921101.png"
39941301,"Estiramiento del cÃ­rculo del cuello","Neck",111,"https://lyfta.app/images/exercises/39941301.png"
39961301,"Brazo de cÃ­rculos","Shoulders",150,"https://lyfta.app/images/exercises/39961301.png"
40001301,"Estocada estÃ¡tica","Thighs",195,"https://lyfta.app/images/exercises/40001301.png"
40021301,"Doble abdominal en V hacia arriba","Waist",161,"https://lyfta.app/images/exercises/40021301.png"
40061301,"Estiramiento abdominal hacia atrÃ¡s","Waist",117,"https://lyfta.app/images/exercises/40061301.png"
40081301,"Abdominales con piernas rectas","Waist",195,"https://lyfta.app/images/exercises/40081301.png"
40101101,"Press de hombros con cable de rodillas","Shoulders",161,"https://lyfta.app/images/exercises/40101101.png"
40121101,"Mosca trasera cruzada inclinada por cable","Shoulders",161,"https://lyfta.app/images/exercises/40121101.png"
40131101,"ElevaciÃ³n lateral cruzada con cable tendido","Shoulders",84,"https://lyfta.app/images/exercises/40131101.png"
40151101,"VariaciÃ³n del press inclinado con agarre cerrado con mancuernas","Triceps Upper Arms",150,"https://lyfta.app/images/exercises/40151101.png"
40241101,"Calentamiento sobre la cabeza con banda de resistencia de pie","Hips Shoulders",123,"https://lyfta.app/images/exercises/40241101.png"
40251101,"Banda de resistencia de pie, calentamiento","Back Hips",139,"https://lyfta.app/images/exercises/40251101.png"
40281101,"Calentamiento frontal en cuclillas con banda de resistencia","Thighs",161,"https://lyfta.app/images/exercises/40281101.png"
40291101,"AducciÃ³n de cadera con banda","Hips",233,"https://lyfta.app/images/exercises/40291101.png"
40301101,"Agarre con barra con mancuernas Sentadilla sumo","Quadriceps Thighs",131,"https://lyfta.app/images/exercises/40301101.png"
40351101,"ExtensiÃ³n de cadera inclinada con banda","Hips",195,"https://lyfta.app/images/exercises/40351101.png"
40371101,"Flexiones de manos anchas","Chest",123,"https://lyfta.app/images/exercises/40371101.png"
40391101,"Remo en banco inclinado con un brazo y minas terrestres","Back",233,"https://lyfta.app/images/exercises/40391101.png"
40401101,"Estocada trasera con minas terrestres","Quadriceps Thighs",233,"https://lyfta.app/images/exercises/40401101.png"
40411101,"Giro ruso con mancuernas","Waist",150,"https://lyfta.app/images/exercises/40411101.png"
40431101,"Encogimiento de hombros invertido","Back",233,"https://lyfta.app/images/exercises/40431101.png"
40441101,"Puente de glÃºteos con una sola pierna con rodilla al pecho","Hips",195,"https://lyfta.app/images/exercises/40441101.png"
40461101,"Peso muerto de sumo con pesa rusa","Hips",177,"https://lyfta.app/images/exercises/40461101.png"
40471101,"Insecto muerto con pesa rusa","Waist",233,"https://lyfta.app/images/exercises/40471101.png"
40481101,"Sentadilla dividida ipsilateral con mancuernas","Thighs",233,"https://lyfta.app/images/exercises/40481101.png"
40491101,"Encogimiento de hombros invertido","Back",233,"https://lyfta.app/images/exercises/40491101.png"
40501101,"Empujes de cadera con banda de resistencia","Hips",233,"https://lyfta.app/images/exercises/40501101.png"
40541101,"ExtensiÃ³n de trÃ­ceps a un brazo con mancuernas sobre pelota de estabilidad","Triceps Upper Arms",233,"https://lyfta.app/images/exercises/40541101.png"
40571101,"Levantamiento turco con pesas rusas a la mano","Thighs",234,"https://lyfta.app/images/exercises/40571101.png"
40591101,"Sentadilla dividida con pesa rusa","Thighs",46,"https://lyfta.app/images/exercises/40591101.png"
40601101,"Flexiones de perro pÃ¡jaro","Chest",111,"https://lyfta.app/images/exercises/40601101.png"
40611101,"Sentadilla en banco con barra y banda","Thighs",234,"https://lyfta.app/images/exercises/40611101.png"
40631101,"Curl de bÃ­ceps con banda","Biceps Upper Arms",72,"https://lyfta.app/images/exercises/40631101.png"
40651101,"Press Arnold alternativo de pie con mancuernas","Shoulders",150,"https://lyfta.app/images/exercises/40651101.png"
40661101,"Sentado con mancuernas inclinado sobre el deltoides trasero alternativo","Shoulders",66,"https://lyfta.app/images/exercises/40661101.png"
40721101,"Sentadilla contra la pared con una sola pierna y peso corporal","Thighs",177,"https://lyfta.app/images/exercises/40721101.png"
40741101,"Press de pecho bajo con banda","Chest",117,"https://lyfta.app/images/exercises/40741101.png"
40751101,"Mosca de pecho con banda","Chest",42,"https://lyfta.app/images/exercises/40751101.png"
40761101,"Press de pecho con un brazo y cuerpo cruzado con banda","Chest",131,"https://lyfta.app/images/exercises/40761101.png"
40771301,"Press de pecho alternativo bajo con banda","Chest",139,"https://lyfta.app/images/exercises/40771301.png"
40781301,"Bragueta de pecho baja alternativa con banda","Chest",139,"https://lyfta.app/images/exercises/40781301.png"
40881301,"Curl de bÃ­ceps con banda cruzada en el pecho","Biceps Upper Arms",195,"https://lyfta.app/images/exercises/40881301.png"
40901101,"Sentadilla de sumo con minas terrestres","Hips",131,"https://lyfta.app/images/exercises/40901101.png"
40911101,"Torcedura de Superman","Hips",195,"https://lyfta.app/images/exercises/40911101.png"
40971101,"Crunch inverso a insecto muerto","Waist",131,"https://lyfta.app/images/exercises/40971101.png"
40991101,"Empuje de pecho medio arrodillado con balÃ³n medicinal","Chest",162,"https://lyfta.app/images/exercises/40991101.png"
41111101,"Encogimiento de hombros horizontal sentado en cable","Back",195,"https://lyfta.app/images/exercises/41111101.png"
41141101,"Banda de resistencia doblada sobre la mosca deltÃ³nica trasera","Shoulders",96,"https://lyfta.app/images/exercises/41141101.png"
41191101,"ExtensiÃ³n de trÃ­ceps en trineo elÃ©ctrico","Triceps Upper Arms",234,"https://lyfta.app/images/exercises/41191101.png"
41201101,"Press Arnold con un brazo sentado con mancuernas","Shoulders",234,"https://lyfta.app/images/exercises/41201101.png"
41231101,"Sentadilla frontal simple con pesa rusa","Quadriceps Thighs",234,"https://lyfta.app/images/exercises/41231101.png"
41271101,"Insecto muerto ponderado","Waist",57,"https://lyfta.app/images/exercises/41271101.png"
41291101,"Sentadilla patinadora con contrapeso y peso","Thighs",235,"https://lyfta.app/images/exercises/41291101.png"
41331101,"Peso muerto con maleta con pesas rusas","Hips",195,"https://lyfta.app/images/exercises/41331101.png"
41341101,"Paso hacia arriba con una sola pierna con pesa rusa","Thighs",111,"https://lyfta.app/images/exercises/41341101.png"
41381301,"Curl de bÃ­ceps con agarre cerrado y banda","Biceps Upper Arms",162,"https://lyfta.app/images/exercises/41381301.png"
41431101,"Contragolpe de trÃ­ceps con banda","Triceps Upper Arms",92,"https://lyfta.app/images/exercises/41431101.png"
41511101,"Trituradora de crÃ¡neos tumbado en el suelo con mancuernas","Upper Arms",20,"https://lyfta.app/images/exercises/41511101.png"
41521101,"Curl con agarre cerrado con mancuernas","Biceps Upper Arms",177,"https://lyfta.app/images/exercises/41521101.png"
41531101,"Flexiones de arquero de un lado","Chest",117,"https://lyfta.app/images/exercises/41531101.png"
41551101,"ElevaciÃ³n de pantorrilla sentado con peso","Calves",70,"https://lyfta.app/images/exercises/41551101.png"
41571101,"Press Tate sentado con mancuernas delante y detrÃ¡s","Triceps Upper Arms",235,"https://lyfta.app/images/exercises/41571101.png"
41591101,"Patada a travÃ©s de flexiÃ³n","Plyometrics",235,"https://lyfta.app/images/exercises/41591101.png"
41611101,"Estocada trasera con mancuernas y elevaciÃ³n frontal","Quadriceps Thighs",235,"https://lyfta.app/images/exercises/41611101.png"
41661101,"Sentadilla con salto con barra trampa","Hips",102,"https://lyfta.app/images/exercises/41661101.png"
41721101,"Peso corporal inclinado sobre el deltoides posterior","Shoulders",75,"https://lyfta.app/images/exercises/41721101.png"
41731101,"Peso muerto rumano con barra","Hips",150,"https://lyfta.app/images/exercises/41731101.png"
41751101,"Press de hombros de pie con peso","Shoulders",84,"https://lyfta.app/images/exercises/41751101.png"
41771101,"Encogimiento de hombros escapular colgante","Back",75,"https://lyfta.app/images/exercises/41771101.png"
41791101,"Sentadilla completa con banda Smith","Thighs",236,"https://lyfta.app/images/exercises/41791101.png"
41861101,"Sentadilla por encima de la cabeza con banda de resistencia","Hips",162,"https://lyfta.app/images/exercises/41861101.png"
41901101,"Giro arriba-abajo de la barra EZ","Waist",236,"https://lyfta.app/images/exercises/41901101.png"
41911101,"ElevaciÃ³n lateral parcial con mancuernas","Shoulders",99,"https://lyfta.app/images/exercises/41911101.png"
41931101,"Press Pallof Medio Arrodillado Con Cable","Waist",177,"https://lyfta.app/images/exercises/41931101.png"
41941101,"Cable Medio Arrodillado RotaciÃ³n Externa","Back",236,"https://lyfta.app/images/exercises/41941101.png"
41981101,"Salto de profundidad a salto de vallas","Plyometrics",87,"https://lyfta.app/images/exercises/41981101.png"
41991101,"Peso muerto con barra contra cadenas","Hips",177,"https://lyfta.app/images/exercises/41991101.png"
42001101,"Vuela contra las cadenas","Chest",131,"https://lyfta.app/images/exercises/42001101.png"
42061101,"Dominadas asistidas por banda","Back",68,"https://lyfta.app/images/exercises/42061101.png"
42111101,"ElevaciÃ³n lateral con mancuernas en 4 direcciones","Shoulders",72,"https://lyfta.app/images/exercises/42111101.png"
42141101,"Palanca de fila baja","Back",17,"https://lyfta.app/images/exercises/42141101.png"
42181101,"Sentadilla frontal con barra de seguridad","Quadriceps Thighs",196,"https://lyfta.app/images/exercises/42181101.png"
42231101,"Peroneo de cola de tigre","Calves",177,"https://lyfta.app/images/exercises/42231101.png"
42241101,"Prensa Pallof tendido de cables","Waist",236,"https://lyfta.app/images/exercises/42241101.png"
