ejercicio,musculo,source,matched_catalog_ids,reason
"Mosca trasera inclinada con mancuernas","Shoulders","lyfta","25001101","lyfta_entry_without_local_image"
"Sentadilla frontal con barra","Quadriceps Thighs","lyfta","25021101|33111101","lyfta_entry_without_local_image"
"Curl predicador inverso con barra","Forearms","lyfta","25081101","lyfta_entry_without_local_image"
"Remo inclinado con agarre inverso y mancuernas","Back","lyfta","25111101","lyfta_entry_without_local_image"
"Mosca inclinada con mancuernas","Chest","lyfta","25141101","lyfta_entry_without_local_image"
"ElevaciÃ³n inclinada con mancuernas","Shoulders","lyfta","25161101","lyfta_entry_without_local_image"
"Press de banca inclinado con agarre cerrado y barra","Chest","lyfta","25191101","lyfta_entry_without_local_image"
"Empuje de trineo elÃ©ctrico","Quadriceps Hamstrings Thighs","lyfta","25241101","lyfta_entry_without_local_image"
"Sentarse con un cuchillo de banda","Hips Waist","lyfta","25411101","lyfta_entry_without_local_image"
"Salto lateral, paso hacia arriba","Thighs","lyfta","25621101","lyfta_entry_without_local_image"
"Fila de tracciÃ³n con trineo elÃ©ctrico","Thighs","lyfta","25631101","lyfta_entry_without_local_image"
"Estiramiento del piriforme sentado","Hips","lyfta","25671101","lyfta_entry_without_local_image"
"Estiramiento de rana mecedora","Hips","lyfta","25711101","lyfta_entry_without_local_image"
"Curl con cable a un brazo","Biceps Upper Arms","lyfta","25811101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps con barra acostada y agarre cerrado","Triceps Upper Arms","lyfta","26071101","lyfta_entry_without_local_image"
"Cable desplegable lateral con barra en V","Back","lyfta","26161101","lyfta_entry_without_local_image"
"Remo inclinado con rotaciÃ³n de palma con mancuernas","Back","lyfta","26221101","lyfta_entry_without_local_image"
"Curl de martillo con cuerpo cruzado y mancuernas","Biceps Upper Arms","lyfta","26461101","lyfta_entry_without_local_image"
"EsquÃ­ en mÃ¡quina elÃ­ptica","Cardio","lyfta","26581101","lyfta_entry_without_local_image"
"Remo sentado en cable con barra en V","Back","lyfta","26611101","lyfta_entry_without_local_image"
"Curl de muÃ±eca invertido con barra","Forearms","lyfta","26831101","lyfta_entry_without_local_image"
"Curl de muÃ±eca neutro sentado con un brazo y mancuernas","Forearms","lyfta","26851101","lyfta_entry_without_local_image"
"Curl de muÃ±eca con un brazo y mancuernas","Forearms","lyfta","26861101","lyfta_entry_without_local_image"
"Curl de muÃ±eca con un brazo y mancuerna sobre banco","Forearms","lyfta","26871101","lyfta_entry_without_local_image"
"PronaciÃ³n acostada con mancuernas en el suelo","Forearms","lyfta","27051101","lyfta_entry_without_local_image"
"SupinaciÃ³n Acostada Con Mancuernas En El Suelo","Forearms","lyfta","27061101","lyfta_entry_without_local_image"
"Hombre fuerte brazo sobre brazo","Weightlifting","lyfta","27091101","lyfta_entry_without_local_image"
"Tirador del camiÃ³n StrongMan","Weightlifting","lyfta","27101101","lyfta_entry_without_local_image"
"Paseo del pato StrongMan","Thighs","lyfta","27111101","lyfta_entry_without_local_image"
"StrongMan Crucifijo Hold","Shoulders","lyfta","27171101","lyfta_entry_without_local_image"
"StrongMan se pone en cuclillas con plataforma","Thighs","lyfta","27201101","lyfta_entry_without_local_image"
"Cargando hombre fuerte","Thighs","lyfta","27211101","lyfta_entry_without_local_image"
"Piedras de capucha StrongMan","Thighs","lyfta","27221101","lyfta_entry_without_local_image"
"Carretilla de hombre fuerte","Thighs","lyfta","27231101","lyfta_entry_without_local_image"
"Eje StrongMan Apollons","Thighs","lyfta","27331101","lyfta_entry_without_local_image"
"Caminata con yugo StrongMan","Thighs","lyfta","27351101","lyfta_entry_without_local_image"
"Palanca Agarre inverso JalÃ³n lateral","Back","lyfta","27361101","lyfta_entry_without_local_image"
"ExtensiÃ³n de trÃ­ceps tumbado con mancuernas en el suelo","Triceps Upper Arms","lyfta","27381101","lyfta_entry_without_local_image"
"Amplia flexiÃ³n","Chest","lyfta","27401101","lyfta_entry_without_local_image"
"Hip Thrust con cable","Hips","lyfta","27441101","lyfta_entry_without_local_image"
"Empuje de aducciÃ³n de palanca","Hips","lyfta","27471101","lyfta_entry_without_local_image"
"Banda de resistencia con pesas rusas Sentadilla completa por dÃ©ficit","Hips","lyfta","27531101","lyfta_entry_without_local_image"
"Empujes de cadera con peso","Hips","lyfta","27541101","lyfta_entry_without_local_image"
"Hip Thrust de rana","Hips","lyfta","27571101","lyfta_entry_without_local_image"
"Hip Thrust con banda de resistencia","Hips","lyfta","27601101","lyfta_entry_without_local_image"
"Codo - ExtensiÃ³n - Articulaciones","Triceps Upper Arms","lyfta","27631101","lyfta_entry_without_local_image"
"Antebrazo - PronaciÃ³n - Articulaciones","Forearms","lyfta","27651101","lyfta_entry_without_local_image"
"Cadera - ExtensiÃ³n - Articulaciones","Hips","lyfta","27691101","lyfta_entry_without_local_image"
"Rodilla - ExtensiÃ³n - Articulaciones","Thighs","lyfta","27731101","lyfta_entry_without_local_image"
"Hombro - AbducciÃ³n - Articulaciones","Shoulders","lyfta","27751101","lyfta_entry_without_local_image"
"Hombro - AducciÃ³n - Articulaciones","Shoulders","lyfta","27761101","lyfta_entry_without_local_image"
"Hombro - RotaciÃ³n lateral","Shoulders","lyfta","27791101","lyfta_entry_without_local_image"
"Hombro - AbducciÃ³n Transversa - Articulaciones","Shoulders","lyfta","27811101","lyfta_entry_without_local_image"
"MuÃ±eca - ExtensiÃ³n - Articulaciones","Forearms","lyfta","27901101","lyfta_entry_without_local_image"
"Press de torsiÃ³n de piernas con barra","Waist","lyfta","28111101","lyfta_entry_without_local_image"
"Peso muerto con piernas rÃ­gidas con cable de Stepbox","Hips","lyfta","28361101","lyfta_entry_without_local_image"
"Estocada trasera con cable de Stepbox","Thighs","lyfta","28371101","lyfta_entry_without_local_image"
"Controlar el equilibrio","Thighs","lyfta","28401101","lyfta_entry_without_local_image"
"Cangrejo","Waist","lyfta","28421101","lyfta_entry_without_local_image"
"Centenar","Thighs","lyfta","28461101","lyfta_entry_without_local_image"
"CÃ­rculo acostado con una sola pierna","Hips Waist","lyfta","28541101","lyfta_entry_without_local_image"
"Mecedora con patas abiertas","Hips Waist","lyfta","28561101","lyfta_entry_without_local_image"
"Balanceo","Hips Waist","lyfta","28571101","lyfta_entry_without_local_image"
"Enrollar","Waist","lyfta","28581101","lyfta_entry_without_local_image"
"Rompecabezas","Thighs","lyfta","28711101","lyfta_entry_without_local_image"
"Tirador de pierna con soporte frontal","Thighs","lyfta","28741101","lyfta_entry_without_local_image"
"Bumerang","Waist","lyfta","28761101","lyfta_entry_without_local_image"
"Sirena","Waist","lyfta","28791101","lyfta_entry_without_local_image"
"Plancha frontal con elevaciÃ³n de piernas","Waist","lyfta","28981101|35011101","lyfta_entry_without_local_image"
"Curl predicador de pie con barra EZ","Biceps Upper Arms","lyfta","29001101","lyfta_entry_without_local_image"
"Mosca trasera del trineo elÃ©ctrico","Shoulders","lyfta","29051101","lyfta_entry_without_local_image"
"Arrastre trasero del trineo elÃ©ctrico","Thighs","lyfta","29061101","lyfta_entry_without_local_image"
"Empuje hacia atrÃ¡s del trineo elÃ©ctrico","Thighs","lyfta","29071101","lyfta_entry_without_local_image"
"Paseo hacia adelante antirrotaciÃ³n con trineo elÃ©ctrico","Hips","lyfta","29081101","lyfta_entry_without_local_image"
"Transporte alto y bajo con mancuernas","Thighs","lyfta","29111101","lyfta_entry_without_local_image"
"Transporte con barra por encima de la cabeza","Thighs","lyfta","29141101","lyfta_entry_without_local_image"
"Transporte con barra Zercher","Thighs","lyfta","29151101","lyfta_entry_without_local_image"
"Transporte de copa de pesas rusas","Thighs","lyfta","29161101","lyfta_entry_without_local_image"
"Transporte de maleta con barra","Thighs","lyfta","29181101","lyfta_entry_without_local_image"
"Prensa hexagonal Smith","Chest","lyfta","29191101","lyfta_entry_without_local_image"
"Empuje hacia arriba con pica","Chest","lyfta","29211101|33831101","lyfta_entry_without_local_image"
"ElevaciÃ³n lateral tendido lateralmente con cable","Shoulders","lyfta","29241101","lyfta_entry_without_local_image"
"Estiramiento del tobillo oscilante","Calves","lyfta","29361101","lyfta_entry_without_local_image"
"Despliegue redondeado de la bola de estabilidad","Waist","lyfta","29371101","lyfta_entry_without_local_image"
"Banda de resistencia para la parte superior del cuerpo Dead Bug","Waist","lyfta","29381101","lyfta_entry_without_local_image"
"ElevaciÃ³n en trampa con un solo brazo en decÃºbito prono","Back","lyfta","29401101","lyfta_entry_without_local_image"
"Deslizamiento de pared del antebrazo","Back","lyfta","29411101","lyfta_entry_without_local_image"
"Arrastre de araÃ±as con banda de resistencia","Back","lyfta","29431101","lyfta_entry_without_local_image"
"Empujar el sello hacia arriba","Back","lyfta","29441101","lyfta_entry_without_local_image"
"Sentadilla con cinturÃ³n de palanca","Thighs","lyfta","29501101","lyfta_entry_without_local_image"
"Copa con mancuernas Sentadilla dividida Pie delantero elevado","Quadriceps Thighs","lyfta","29551101|29561101","lyfta_entry_without_local_image"
"Remo con plancha en plancha","Back Chest","lyfta","29611101","lyfta_entry_without_local_image"
"Press de pecho con palanca y un brazo","Chest","lyfta","29741101|29751101","lyfta_entry_without_local_image"
"Remo renegado con mancuernas","Back Waist","lyfta","29801101|29811101","lyfta_entry_without_local_image"
"ActivaciÃ³n de pantorrillas caminando con barra","Quadriceps Thighs","lyfta","29901101","lyfta_entry_without_local_image"
"Movilidad en cuclillas con copa rusa","Quadriceps Thighs","lyfta","29931101","lyfta_entry_without_local_image"
"Press de hombros con un solo brazo con banda","Shoulders","lyfta","29951101|29961101","lyfta_entry_without_local_image"
"Banda de resistencia de pie hacia atrÃ¡s Estiramiento de Aquiles","Calves","lyfta","29991101","lyfta_entry_without_local_image"
"FlexiÃ³n de escÃ¡pula inclinada hacia arriba","Chest","lyfta","30111101","lyfta_entry_without_local_image"
"Flexiones de escÃ¡pula","Chest","lyfta","30211101","lyfta_entry_without_local_image"
"Curl de muÃ±eca con barra","Forearms","lyfta","30331101","lyfta_entry_without_local_image"
"Curl con agarre cerrado del cable","Biceps Upper Arms","lyfta","30411101","lyfta_entry_without_local_image"
"Prensa de rechazo de cable","Chest","lyfta","30461101","lyfta_entry_without_local_image"
"Press de banca inclinado con cable","Chest","lyfta","30491101","lyfta_entry_without_local_image"
"Curl de bÃ­ceps de pie con cable","Biceps Upper Arms","lyfta","30681101","lyfta_entry_without_local_image"
"Press de hombros alterno con mancuernas","Shoulders","lyfta","30731101|39721101","lyfta_entry_without_local_image"
"ExtensiÃ³n simple acostada con mancuernas","Triceps Upper Arms","lyfta","30801101","lyfta_entry_without_local_image"
"Tirador con agarre cerrado y espalda fija con banda","Back","lyfta","31171101","lyfta_entry_without_local_image"
"Sentadilla para ir al baÃ±o","Waist","lyfta","31181101|31191101","lyfta_entry_without_local_image"
"RotaciÃ³n externa del pie con banda de resistencia","Calves","lyfta","31251101","lyfta_entry_without_local_image"
"Banda De Resistencia FlexiÃ³n Plantar Del Pie","Calves","lyfta","31261101","lyfta_entry_without_local_image"
"DepresiÃ³n de la elevaciÃ³n de la escÃ¡pula","Back","lyfta","31301101","lyfta_entry_without_local_image"
"PosiciÃ³n estÃ¡tica acostado boca arriba con almohadilla","n u l l","lyfta","31361101|36571101","lyfta_entry_without_local_image"
"flexiÃ³n de mentÃ³n","Neck","lyfta","31491101|31511101","lyfta_entry_without_local_image"
"CirugÃ­a de mentÃ³n asistida","Neck","lyfta","31501101|31521101","lyfta_entry_without_local_image"
"Remo con agarre cerrado de pie con peso corporal","Back","lyfta","31571101|31581101","lyfta_entry_without_local_image"
"Bomba de rana ponderada","Hips","lyfta","31821101","lyfta_entry_without_local_image"
"Salto en cuclillas con copa rusa","Quadriceps Thighs","lyfta","31871101","lyfta_entry_without_local_image"
"sentadilla frankenstein","Quadriceps Thighs","lyfta","31941101","lyfta_entry_without_local_image"
"Curl de dos piernas acostado con palanca","Hamstrings Thighs","lyfta","31951101","lyfta_entry_without_local_image"
"Esperanzas en zigzag","Plyometrics","lyfta","31981101","lyfta_entry_without_local_image"
"Remo inclinado con palanca y barra en V","Back","lyfta","32001101","lyfta_entry_without_local_image"
"Cuarto de abdominales","Waist","lyfta","32011101","lyfta_entry_without_local_image"
"Brazos separados Toque circular con el dedo del pie","Hips Waist","lyfta","32141101","lyfta_entry_without_local_image"
"Manos invertidas entrelazadas Toque del dedo del pie circular","Hips Waist","lyfta","32151101","lyfta_entry_without_local_image"
"Manos entrelazadas Toque del dedo del pie circular","Hips Waist","lyfta","32181101","lyfta_entry_without_local_image"
"Flexiones de media rodilla","Cardio","lyfta","32211101","lyfta_entry_without_local_image"
"Cable De Pie Delt Posterior Fila Horizontal","Shoulders","lyfta","32321101","lyfta_entry_without_local_image"
"Mosca alta con mancuernas","Chest","lyfta","32341101|34241101","lyfta_entry_without_local_image"
"Curl de piernas inverso asistido por cable","Quadriceps Hamstrings Thighs","lyfta","32351101","lyfta_entry_without_local_image"
"Empujes de cadera con banda de resistencia sobre las rodillas","Hips","lyfta","32361101","lyfta_entry_without_local_image"
"ElevaciÃ³n lateral de minas terrestres","Shoulders","lyfta","32371101","lyfta_entry_without_local_image"
"Plancha de rodillas, golpecito en el hombro","Waist","lyfta","32391101","lyfta_entry_without_local_image"
"Estiramiento de la espalda baja acostado","Back Hips","lyfta","32421101|32431101","lyfta_entry_without_local_image"
"Estiramiento Abdominal","Waist","lyfta","32441101","lyfta_entry_without_local_image"
"Estiramiento de pies y tobillos de lado a lado","Calves","lyfta","32451101","lyfta_entry_without_local_image"
"Tocar el dedo delantero","Back Hips Waist","lyfta","32481101","lyfta_entry_without_local_image"
"Dos dedos delanteros tocÃ¡ndose","Back Hips Waist","lyfta","32491101","lyfta_entry_without_local_image"
"ElevaciÃ³n de rodilla","Thighs","lyfta","32521101|42871101","lyfta_entry_without_local_image"
"Curva de dos lados de pie","Waist","lyfta","32541101|32561101","lyfta_entry_without_local_image"
"De pie, dando vueltas con un brazo","Chest Shoulders","lyfta","32571101","lyfta_entry_without_local_image"
"Brazos de pie dando vueltas","Chest Shoulders","lyfta","32581101","lyfta_entry_without_local_image"
"Lanzamiento de brazos de pie","Chest Shoulders","lyfta","32601101","lyfta_entry_without_local_image"
"ElevaciÃ³n de piernas en plancha lateral","Hips","lyfta","32641101","lyfta_entry_without_local_image"
"FlexiÃ³n de codo hacia arriba","Waist","lyfta","32661101","lyfta_entry_without_local_image"
"Levantamiento de una sola pierna acostado","Thighs","lyfta","32671101","lyfta_entry_without_local_image"
"Levantamiento de piernas acostado hacia un lado","Hips Waist","lyfta","32681101","lyfta_entry_without_local_image"
"Correr y media flexiÃ³n de rodilla","Cardio","lyfta","32711101","lyfta_entry_without_local_image"
"Carrera y salto en semi sentadilla","Cardio","lyfta","32721101","lyfta_entry_without_local_image"
"Sentadilla completa Smith","Quadriceps Thighs","lyfta","32811101","lyfta_entry_without_local_image"
"Pies para crujir el piso con peso en el banco","Waist","lyfta","32821101","lyfta_entry_without_local_image"
"MÃºsculo ponderado hacia arriba","Back","lyfta","32861101|33121101","lyfta_entry_without_local_image"
"Levantamiento ponderado con una mano","Back","lyfta","32901101","lyfta_entry_without_local_image"
"Ascensor","Back","lyfta","32921101","lyfta_entry_without_local_image"
"Palanca frontal","Waist","lyfta","32961101","lyfta_entry_without_local_image"
"palanca trasera","Back","lyfta","32971101","lyfta_entry_without_local_image"
"Propulsor de barra","Quadriceps Thighs","lyfta","33051101","lyfta_entry_without_local_image"
"MaltÃ©s a horcajadas","Waist","lyfta","33141101","lyfta_entry_without_local_image"
"Voltereta de coche StrongMan","Upper Arms Thighs","lyfta","33171101","lyfta_entry_without_local_image"
"Crunch con pelota de estabilidad ponderada","Waist","lyfta","33321101","lyfta_entry_without_local_image"
"Press de banca con agarre ancho y un brazo con mancuernas","Chest","lyfta","33331101","lyfta_entry_without_local_image"
"Curl con mancuernas para presionar","Shoulders","lyfta","33471301","lyfta_entry_without_local_image"
"Cable sentado en la fila del piso con cuerda","Back","lyfta","33571101","lyfta_entry_without_local_image"
"Arrastre del oso","Cardio","lyfta","33601101","lyfta_entry_without_local_image"
"Saltos de patinador","Cardio","lyfta","33611101","lyfta_entry_without_local_image"
"Prensa de cierre de pie de cable","Triceps Upper Arms","lyfta","33631101","lyfta_entry_without_local_image"
"Sentadilla hawaiana","Quadriceps Thighs","lyfta","33651101","lyfta_entry_without_local_image"
"Sentadilla con camarones","Quadriceps Thighs","lyfta","33661101","lyfta_entry_without_local_image"
"Sentadilla patinadora","Quadriceps Thighs","lyfta","33671101","lyfta_entry_without_local_image"
"Lucha contra cuerdas Sentadilla con brazos alternos","Thighs","lyfta","33691101","lyfta_entry_without_local_image"
"Lucha contra cuerdas, brazos alternos, sentadilla con salto","Thighs","lyfta","33701101","lyfta_entry_without_local_image"
"Cuerdas de combate brazos de lado a lado","Back Chest Waist","lyfta","33711101","lyfta_entry_without_local_image"
"Cuerdas de combate Brazos alternos Estocada lateral","Thighs","lyfta","33721101","lyfta_entry_without_local_image"
"Luchando contra las cuerdas saltando jack","Thighs","lyfta","33761101","lyfta_entry_without_local_image"
"Salto dividido con cuerdas de batalla","Thighs","lyfta","33781101","lyfta_entry_without_local_image"
"Inmersiones entre sillas","Triceps Upper Arms","lyfta","33871101","lyfta_entry_without_local_image"
"Fila invertida entre sillas","Back","lyfta","33881101|35201101","lyfta_entry_without_local_image"
"Curl de piernas deslizante en el suelo con toalla","Hips","lyfta","33951301|37421101","lyfta_entry_without_local_image"
"Limpieza y press con mancuernas","Weightlifting","lyfta","34001301","lyfta_entry_without_local_image"
"Phelps de pie","Back Chest Shoulders","lyfta","34091101","lyfta_entry_without_local_image"
"CÃ­rculo de cadera de pie","Hips Waist","lyfta","34111101","lyfta_entry_without_local_image"
"RotaciÃ³n de la parte superior del cuerpo acostado","Chest Shoulders Waist","lyfta","34141101","lyfta_entry_without_local_image"
"Curl de piernas inverso asistido","Hamstrings Thighs","lyfta","34151101","lyfta_entry_without_local_image"
"Girando los hombros de pie","Shoulders","lyfta","34161101","lyfta_entry_without_local_image"
"Dominadas en L","Back Waist","lyfta","34181101","lyfta_entry_without_local_image"
"Contragolpe sentado con mancuernas","Triceps Upper Arms","lyfta","34211101","lyfta_entry_without_local_image"
"Flexiones de arrastre de araÃ±a","Chest Hips","lyfta","34371101","lyfta_entry_without_local_image"
"Salto dividido al cuadro","Thighs","lyfta","34401101","lyfta_entry_without_local_image"
"FlexiÃ³n y extensiÃ³n de cuello sentado","Neck","lyfta","34411101","lyfta_entry_without_local_image"
"Burpee con flexiones","Cardio","lyfta","34561101|34571101","lyfta_entry_without_local_image"
"Pulso arriba","Waist","lyfta","34591101","lyfta_entry_without_local_image"
"estocada hacia adelante","Quadriceps Thighs","lyfta","34701101","lyfta_entry_without_local_image"
"Postura del guerrero","Thighs","lyfta","34711101","lyfta_entry_without_local_image"
"Estiramiento de giro de cadera y pliegue de pierna acostado","Thighs","lyfta","34761101","lyfta_entry_without_local_image"
"Pierna acostada, pliegue de cadera hacia atrÃ¡s hacia la derecha, estiramiento","Thighs","lyfta","34771101","lyfta_entry_without_local_image"
"Pierna acostada doblada y torcida hacia la izquierda","Thighs","lyfta","34781101","lyfta_entry_without_local_image"
"Sentadilla con patada lateral y toque de talÃ³n alterno","Quadriceps Thighs","lyfta","34791101","lyfta_entry_without_local_image"
"FlexiÃ³n de cobra arrodillada","Chest Hips","lyfta","34891101","lyfta_entry_without_local_image"
"Sentadilla con toque de talÃ³n con una sola pierna","Quadriceps Thighs","lyfta","34941101","lyfta_entry_without_local_image"
"Remo tumbado en el suelo con la rodilla doblada","Back","lyfta","34951101","lyfta_entry_without_local_image"
"Marchas con la pierna estirada acostado","Hips Waist","lyfta","34961101","lyfta_entry_without_local_image"
"Toalla desplegable con piso deslizante","Back","lyfta","34971101","lyfta_entry_without_local_image"
"Jersey invertido autoasistido","Back Waist","lyfta","34991101","lyfta_entry_without_local_image"
"Estiramiento de cuÃ¡driceps en equilibrio de pie","Quadriceps Thighs","lyfta","35041101","lyfta_entry_without_local_image"
"Remo con peso corporal en la entrada","Back","lyfta","35061101","lyfta_entry_without_local_image"
"Rana crujiente en el suelo","Quadriceps Thighs","lyfta","35101101","lyfta_entry_without_local_image"
"Banda De Resistencia Perro PÃ¡jaro","Hips","lyfta","35111101","lyfta_entry_without_local_image"
"Banda de resistencia para la parte superior del cuerpo, insecto muerto","Hips Waist","lyfta","35121101","lyfta_entry_without_local_image"
"V-up oblicuo en el suelo","Hips Waist","lyfta","35151101","lyfta_entry_without_local_image"
"Press de hombros con un brazo de rodillas y minas terrestres","Shoulders","lyfta","35251101","lyfta_entry_without_local_image"
"Mina terrestre de pie hasta la rodilla","Thighs","lyfta","35291101","lyfta_entry_without_local_image"
"Mezcla de boxeadores","Thighs","lyfta","35321101","lyfta_entry_without_local_image"
"Sentadilla dividida bÃºlgara","Quadriceps Thighs","lyfta","35331101","lyfta_entry_without_local_image"
"Fila invertida elevada entre 3 sillas","Back","lyfta","35361101","lyfta_entry_without_local_image"
"Estiramiento de movilidad de la columna vertebral de rodillas","Back Shoulders","lyfta","35401101","lyfta_entry_without_local_image"
"ElevaciÃ³n en Y inclinada con mancuernas","Shoulders","lyfta","35411101","lyfta_entry_without_local_image"
"ElevaciÃ³n en T inclinada con mancuernas","Shoulders","lyfta","35421101","lyfta_entry_without_local_image"
"Press alternativo inclinado con mancuernas","Chest","lyfta","35451101","lyfta_entry_without_local_image"
"Transporte por encima de la cabeza con un solo brazo y mancuernas","Thighs","lyfta","35481101","lyfta_entry_without_local_image"
"Pies rÃ¡pidos","Thighs","lyfta","35521101","lyfta_entry_without_local_image"
"Curl de martillo de botella","Biceps Upper Arms","lyfta","35541101","lyfta_entry_without_local_image"
"Carrera de rodilla alta","Thighs","lyfta","35561101|38171301","lyfta_entry_without_local_image"
"FlexiÃ³n de manos anchas de rodillas","Chest","lyfta","35571101","lyfta_entry_without_local_image"
"Curl de bÃ­ceps acostado con toalla","Biceps Upper Arms","lyfta","35581101","lyfta_entry_without_local_image"
"Fila de Superman con toalla","Back Hips","lyfta","35591101","lyfta_entry_without_local_image"
"Puente De GlÃºteos Con Barra Dos Piernas En Banco","Hips","lyfta","35621101","lyfta_entry_without_local_image"
"Cable desplegable con un brazo","Back","lyfta","35631101","lyfta_entry_without_local_image"
"Lanzamiento pectoral de bola rodante","Chest","lyfta","35691101","lyfta_entry_without_local_image"
"Lanzamiento del trapecio superior de la bola rodante","Back","lyfta","35701101","lyfta_entry_without_local_image"
"Los granjeros llevan pesas rusas","Quadriceps Thighs","lyfta","35761101","lyfta_entry_without_local_image"
"Estocada con pesa rusa, limpieza y prensa","Quadriceps Thighs","lyfta","35771101","lyfta_entry_without_local_image"
"Flexiones profundas con pesas rusas","Chest","lyfta","35801101","lyfta_entry_without_local_image"
"Puente lateral con balanceo de brazos y piernas","Quadriceps Thighs","lyfta","35841101","lyfta_entry_without_local_image"
"Gire rÃ¡pidamente los brazos en su lugar","Shoulders","lyfta","35881101","lyfta_entry_without_local_image"
"JalÃ³n lateral con un brazo con cable","Back","lyfta","35961101","lyfta_entry_without_local_image"
"Remo con agarre ancho sentado en cable","Back","lyfta","35981101","lyfta_entry_without_local_image"
"Crujido de extensiÃ³n de piernas","Quadriceps Thighs","lyfta","36061101","lyfta_entry_without_local_image"
"Press de piernas en posiciÃ³n estrecha, 45 grados, en trineo","Quadriceps Thighs","lyfta","36161101","lyfta_entry_without_local_image"
"Rodilla alta contra la pared","Cardio","lyfta","36361101","lyfta_entry_without_local_image"
"Empujar para correr","Cardio","lyfta","36381101","lyfta_entry_without_local_image"
"Estocada de estiramiento ponderada","Quadriceps Hamstrings Thighs","lyfta","36421101","lyfta_entry_without_local_image"
"Sentadillas cosacas ponderadas","Quadriceps Hamstrings Thighs","lyfta","36431101","lyfta_entry_without_local_image"
"Marcha de la muerte RDL con mancuernas","Hips","lyfta","36511101","lyfta_entry_without_local_image"
"Remo acostado con barra en rack","Back","lyfta","36541101","lyfta_entry_without_local_image"
"Estocada con las rodillas altas caminando","Cardio","lyfta","36551101","lyfta_entry_without_local_image"
"Plancha inversa con elevaciÃ³n de piernas","Quadriceps Thighs","lyfta","36631101","lyfta_entry_without_local_image"
"Saltar la cuerda de lado a lado","Cardio","lyfta","36751101","lyfta_entry_without_local_image"
"Sentarse con los brazos sobre el pecho","Waist","lyfta","36791101","lyfta_entry_without_local_image"
"Sentadilla dividida en copa con mancuernas","Quadriceps Thighs","lyfta","36911101","lyfta_entry_without_local_image"
"Sentadilla en caja con copa y mancuernas","Quadriceps Thighs","lyfta","36921101","lyfta_entry_without_local_image"
"Fly inverso alternativo inclinado con mancuernas","Shoulders","lyfta","36941101","lyfta_entry_without_local_image"
"Press de banca alternativo con mancuernas","Chest","lyfta","36951101","lyfta_entry_without_local_image"
"Remo Delt Trasero Arrodillado Con Cable","Shoulders","lyfta","36971101","lyfta_entry_without_local_image"
"Salto de pliegue","Plyometrics","lyfta","37001101","lyfta_entry_without_local_image"
"Sprints de rodilla alta","Cardio","lyfta","37011101","lyfta_entry_without_local_image"
"rana","Waist","lyfta","37031101","lyfta_entry_without_local_image"
"Estocada cardiovascular","Plyometrics","lyfta","37081101","lyfta_entry_without_local_image"
"ElevaciÃ³n de pantorrilla con una sola pierna de pie y con apoyo","Calves","lyfta","37121101","lyfta_entry_without_local_image"
"Soporte de una sola pierna sobre pelota Bosu","Plyometrics","lyfta","37151101","lyfta_entry_without_local_image"
"Sentadilla dividida con rollo","Quadriceps Thighs","lyfta","37161101","lyfta_entry_without_local_image"
"Salto de escalera","Plyometrics","lyfta","37201101","lyfta_entry_without_local_image"
"Barra inclinada sobre remo con agarre ancho","Back","lyfta","37211101","lyfta_entry_without_local_image"
"InclinaciÃ³n con barra acostada ElevaciÃ³n del deltoides posterior","Shoulders","lyfta","37221101","lyfta_entry_without_local_image"
"Paso frontal con barra","Quadriceps Thighs","lyfta","37281101","lyfta_entry_without_local_image"
"Barra detrÃ¡s de la espalda encogiÃ©ndose de hombros","Back","lyfta","37301101","lyfta_entry_without_local_image"
"Peso muerto rumano de sumo con barra","Hips","lyfta","37311101","lyfta_entry_without_local_image"
"Peso muerto con una pierna y soporte con pesa rusa","Quadriceps Thighs","lyfta","37341101","lyfta_entry_without_local_image"
"Jersey Kettlebell PosiciÃ³n 3 Meses","Back","lyfta","37351101","lyfta_entry_without_local_image"
"Press militar con un brazo sentado con pesa rusa","Shoulders","lyfta","37371101","lyfta_entry_without_local_image"
"Press de banca con un brazo y pesa rusa","Chest","lyfta","37381101","lyfta_entry_without_local_image"
"Press de banca con un brazo de abajo hacia arriba con pesa rusa","Chest","lyfta","37391101","lyfta_entry_without_local_image"
"Levantamiento lateral con pesa rusa","Shoulders","lyfta","37401101","lyfta_entry_without_local_image"
"Remo deltoides trasero con sÃ¡bana","Back","lyfta","37461101","lyfta_entry_without_local_image"
"JalÃ³n lateral frontal con agarre cercano y cable","Back","lyfta","37541101","lyfta_entry_without_local_image"
"Remo delt posterior con mancuernas","Back","lyfta","37551101","lyfta_entry_without_local_image"
"Press de pecho con palanca de pie","Chest","lyfta","37581101","lyfta_entry_without_local_image"
"Estocada con banda alta hasta la rodilla y remo con un solo brazo","Thighs","lyfta","37721101","lyfta_entry_without_local_image"
"Sentadilla con banda con sujeciÃ³n horizontal Pallof","Thighs","lyfta","37741101","lyfta_entry_without_local_image"
"Sentadilla dividida en banda con sujeciÃ³n horizontal Pallof","Thighs","lyfta","37751101","lyfta_entry_without_local_image"
"Paso lateral de banda con soporte horizontal Pallof","Hips","lyfta","37761101","lyfta_entry_without_local_image"
"Plancha frontal con banda y jalÃ³n con un solo brazo","Back Waist","lyfta","37771101","lyfta_entry_without_local_image"
